BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Size_per_BHK,Bathroom_per_BHK,Total_rooms
2,22000,800,Carpet Area,Chennai,Unfurnished,2,400.0,1.0,4
2,16000,800,Super Area,Chennai,Unfurnished,2,400.0,1.0,4
2,15000,1330,Carpet Area,Chennai,Furnished,2,665.0,1.0,4
1,9000,700,Super Area,Chennai,Semi-Furnished,1,700.0,1.0,2
2,20000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,15000,1066,Super Area,Chennai,Unfurnished,2,533.0,1.0,4
2,9000,700,Carpet Area,Chennai,Semi-Furnished,2,350.0,1.0,4
2,14000,900,Super Area,Chennai,Furnished,2,450.0,1.0,4
2,15000,700,Super Area,Chennai,Semi-Furnished,2,350.0,1.0,4
2,8000,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
2,13500,600,Carpet Area,Chennai,Furnished,2,300.0,1.0,4
2,12000,750,Super Area,Chennai,Semi-Furnished,2,375.0,1.0,4
2,7500,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
3,20000,1650,Carpet Area,Chennai,Semi-Furnished,3,550.0,1.0,6
2,11000,960,Super Area,Chennai,Unfurnished,2,480.0,1.0,4
2,11000,1200,Carpet Area,Chennai,Unfurnished,2,600.0,1.0,4
2,17500,650,Carpet Area,Chennai,Furnished,2,325.0,1.0,4
2,8000,800,Carpet Area,Chennai,Unfurnished,2,400.0,1.0,4
3,25000,1350,Super Area,Chennai,Semi-Furnished,3,450.0,1.0,6
2,12000,560,Carpet Area,Chennai,Semi-Furnished,2,280.0,1.0,4
1,5250,250,Super Area,Chennai,Unfurnished,1,250.0,1.0,2
2,25000,685,Super Area,Chennai,Unfurnished,2,342.5,1.0,4
2,14000,1021,Super Area,Chennai,Semi-Furnished,2,510.5,1.0,4
3,24000,1200,Carpet Area,Chennai,Unfurnished,3,400.0,1.0,6
3,35000,1557,Super Area,Chennai,Semi-Furnished,3,519.0,1.0,6
2,16000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,16000,960,Super Area,Chennai,Semi-Furnished,2,480.0,1.0,4
2,13000,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
2,35000,1000,Super Area,Chennai,Furnished,2,500.0,1.0,4
1,11000,579,Super Area,Chennai,Semi-Furnished,1,579.0,1.0,2
1,5000,800,Carpet Area,Chennai,Unfurnished,1,800.0,1.0,2
2,23000,1100,Carpet Area,Chennai,Unfurnished,2,550.0,1.0,4
2,11000,635,Carpet Area,Chennai,Semi-Furnished,2,317.5,1.0,4
3,25000,1700,Carpet Area,Chennai,Semi-Furnished,3,566.6666666666666,1.0,6
1,4500,600,Super Area,Chennai,Unfurnished,1,600.0,1.0,2
3,47500,1920,Super Area,Chennai,Semi-Furnished,3,640.0,1.0,6
2,7500,850,Super Area,Chennai,Semi-Furnished,2,425.0,1.0,4
3,16500,1850,Super Area,Chennai,Unfurnished,3,616.6666666666666,1.0,6
2,7000,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
1,10000,675,Super Area,Chennai,Unfurnished,1,675.0,1.0,2
2,35000,1020,Carpet Area,Chennai,Furnished,2,510.0,1.0,4
2,14000,890,Super Area,Chennai,Unfurnished,2,445.0,1.0,4
3,46000,1700,Super Area,Chennai,Semi-Furnished,3,566.6666666666666,1.0,6
2,9000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,29000,1225,Carpet Area,Chennai,Semi-Furnished,3,408.3333333333333,1.0,6
3,26000,1200,Super Area,Chennai,Semi-Furnished,3,400.0,1.0,6
2,8200,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
1,15000,500,Super Area,Chennai,Semi-Furnished,1,500.0,1.0,2
2,10000,778,Super Area,Chennai,Unfurnished,2,389.0,1.0,4
2,20000,850,Carpet Area,Chennai,Unfurnished,2,425.0,1.0,4
2,15000,800,Carpet Area,Chennai,Unfurnished,2,400.0,1.0,4
2,14000,1200,Super Area,Chennai,Semi-Furnished,2,600.0,1.0,4
2,11000,750,Super Area,Chennai,Unfurnished,2,375.0,1.0,4
1,6500,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
3,26000,1567,Carpet Area,Chennai,Furnished,3,522.3333333333334,1.0,6
1,7500,650,Super Area,Chennai,Semi-Furnished,1,650.0,1.0,2
2,14500,1150,Carpet Area,Chennai,Unfurnished,2,575.0,1.0,4
2,12000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,22000,850,Super Area,Chennai,Semi-Furnished,2,425.0,1.0,4
1,7000,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
1,7000,600,Carpet Area,Chennai,Unfurnished,1,600.0,1.0,2
2,45000,1200,Super Area,Chennai,Furnished,2,600.0,1.0,4
2,14000,560,Carpet Area,Chennai,Semi-Furnished,2,280.0,1.0,4
2,18000,1113,Super Area,Chennai,Semi-Furnished,2,556.5,1.0,4
1,10000,550,Carpet Area,Chennai,Unfurnished,1,550.0,1.0,2
2,25000,1200,Carpet Area,Chennai,Unfurnished,2,600.0,1.0,4
2,18000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
1,5000,800,Super Area,Chennai,Unfurnished,1,800.0,1.0,2
2,12000,1200,Super Area,Chennai,Semi-Furnished,2,600.0,1.0,4
2,13000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,30000,1100,Super Area,Chennai,Semi-Furnished,2,550.0,1.0,4
1,12000,650,Super Area,Chennai,Unfurnished,1,650.0,1.0,2
2,12000,750,Super Area,Chennai,Unfurnished,2,375.0,1.0,4
2,9500,1010,Super Area,Chennai,Semi-Furnished,2,505.0,1.0,4
2,22000,1050,Super Area,Chennai,Semi-Furnished,2,525.0,1.0,4
2,9500,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,13500,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
1,12000,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
3,33000,1600,Carpet Area,Chennai,Semi-Furnished,3,533.3333333333334,1.0,6
3,33000,1760,Super Area,Chennai,Semi-Furnished,3,586.6666666666666,1.0,6
2,18999,618,Carpet Area,Chennai,Semi-Furnished,2,309.0,1.0,4
1,8500,580,Super Area,Chennai,Unfurnished,1,580.0,1.0,2
3,20000,1651,Super Area,Chennai,Semi-Furnished,3,550.3333333333334,1.0,6
2,9000,705,Carpet Area,Chennai,Semi-Furnished,2,352.5,1.0,4
1,7000,700,Super Area,Chennai,Unfurnished,1,700.0,1.0,2
3,53000,1700,Carpet Area,Chennai,Furnished,3,566.6666666666666,1.0,6
2,14000,901,Super Area,Chennai,Unfurnished,2,450.5,1.0,4
2,21000,1100,Super Area,Chennai,Furnished,2,550.0,1.0,4
2,26000,1300,Carpet Area,Chennai,Semi-Furnished,2,650.0,1.0,4
3,20000,1350,Super Area,Chennai,Furnished,3,450.0,1.0,6
2,25000,1340,Super Area,Chennai,Semi-Furnished,2,670.0,1.0,4
1,10000,250,Super Area,Chennai,Unfurnished,1,250.0,1.0,2
2,11500,700,Carpet Area,Chennai,Semi-Furnished,2,350.0,1.0,4
2,15000,650,Carpet Area,Chennai,Unfurnished,2,325.0,1.0,4
1,4200,490,Super Area,Chennai,Semi-Furnished,1,490.0,1.0,2
2,12000,850,Carpet Area,Chennai,Semi-Furnished,2,425.0,1.0,4
2,12000,850,Carpet Area,Chennai,Semi-Furnished,2,425.0,1.0,4
2,12000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,13000,780,Super Area,Chennai,Furnished,2,390.0,1.0,4
1,6000,300,Super Area,Chennai,Semi-Furnished,1,300.0,1.0,2
2,10000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
1,3000,350,Super Area,Chennai,Unfurnished,1,350.0,1.0,2
2,7500,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,18000,1099,Super Area,Chennai,Semi-Furnished,2,549.5,1.0,4
3,16500,1530,Carpet Area,Chennai,Semi-Furnished,3,510.0,1.0,6
3,35000,2000,Super Area,Chennai,Semi-Furnished,3,666.6666666666666,1.0,6
2,7000,780,Carpet Area,Chennai,Unfurnished,2,390.0,1.0,4
3,38000,1300,Carpet Area,Chennai,Unfurnished,3,433.3333333333333,1.0,6
2,20000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
1,7500,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
2,12500,400,Super Area,Chennai,Unfurnished,2,200.0,1.0,4
2,16000,935,Carpet Area,Chennai,Unfurnished,2,467.5,1.0,4
1,8500,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
2,30000,1020,Carpet Area,Chennai,Furnished,2,510.0,1.0,4
1,5700,450,Carpet Area,Chennai,Semi-Furnished,1,450.0,1.0,2
2,18000,1120,Super Area,Chennai,Semi-Furnished,2,560.0,1.0,4
2,15000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,7500,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,9000,750,Super Area,Chennai,Unfurnished,2,375.0,1.0,4
2,13000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,13000,650,Super Area,Chennai,Semi-Furnished,2,325.0,1.0,4
3,20000,1500,Carpet Area,Chennai,Semi-Furnished,3,500.0,1.0,6
1,18000,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
1,16000,450,Super Area,Chennai,Furnished,1,450.0,1.0,2
2,18000,700,Carpet Area,Chennai,Unfurnished,2,350.0,1.0,4
2,19000,1250,Super Area,Chennai,Semi-Furnished,2,625.0,1.0,4
2,7500,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
2,15000,650,Super Area,Chennai,Semi-Furnished,2,325.0,1.0,4
2,19000,850,Super Area,Chennai,Semi-Furnished,2,425.0,1.0,4
2,10000,750,Carpet Area,Chennai,Unfurnished,2,375.0,1.0,4
3,45000,1780,Super Area,Chennai,Semi-Furnished,3,593.3333333333334,1.0,6
2,20000,980,Super Area,Chennai,Unfurnished,2,490.0,1.0,4
2,7500,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
2,14000,600,Carpet Area,Chennai,Semi-Furnished,2,300.0,1.0,4
2,5000,800,Super Area,Chennai,Unfurnished,2,400.0,1.0,4
2,20000,1500,Super Area,Chennai,Semi-Furnished,2,750.0,1.0,4
3,15000,1402,Carpet Area,Chennai,Semi-Furnished,3,467.3333333333333,1.0,6
3,30000,1300,Super Area,Chennai,Furnished,3,433.3333333333333,1.0,6
3,30000,1484,Carpet Area,Chennai,Semi-Furnished,3,494.6666666666667,1.0,6
1,12500,630,Carpet Area,Chennai,Semi-Furnished,1,630.0,1.0,2
2,24000,1150,Carpet Area,Chennai,Semi-Furnished,2,575.0,1.0,4
2,10000,800,Carpet Area,Chennai,Unfurnished,2,400.0,1.0,4
2,12000,600,Carpet Area,Chennai,Semi-Furnished,2,300.0,1.0,4
2,10500,950,Super Area,Chennai,Semi-Furnished,2,475.0,1.0,4
2,6250,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
1,6000,450,Super Area,Chennai,Semi-Furnished,1,450.0,1.0,2
1,7500,150,Carpet Area,Chennai,Unfurnished,1,150.0,1.0,2
1,6300,360,Super Area,Chennai,Unfurnished,1,360.0,1.0,2
1,7000,750,Super Area,Chennai,Semi-Furnished,1,750.0,1.0,2
2,14000,1065,Super Area,Chennai,Semi-Furnished,2,532.5,1.0,4
2,10000,650,Super Area,Chennai,Unfurnished,2,325.0,1.0,4
2,30000,1140,Carpet Area,Chennai,Semi-Furnished,2,570.0,1.0,4
3,16000,1525,Carpet Area,Chennai,Semi-Furnished,3,508.3333333333333,1.0,6
3,22000,1450,Carpet Area,Chennai,Furnished,3,483.3333333333333,1.0,6
2,14000,1200,Carpet Area,Chennai,Semi-Furnished,2,600.0,1.0,4
2,18000,1100,Super Area,Chennai,Semi-Furnished,2,550.0,1.0,4
2,10500,700,Super Area,Chennai,Semi-Furnished,2,350.0,1.0,4
1,6000,600,Carpet Area,Chennai,Unfurnished,1,600.0,1.0,2
2,13500,950,Super Area,Chennai,Semi-Furnished,2,475.0,1.0,4
1,7000,800,Carpet Area,Chennai,Semi-Furnished,1,800.0,1.0,2
2,12500,900,Carpet Area,Chennai,Unfurnished,2,450.0,1.0,4
2,15000,805,Super Area,Chennai,Semi-Furnished,2,402.5,1.0,4
2,14000,800,Carpet Area,Chennai,Unfurnished,2,400.0,1.0,4
2,9500,1200,Super Area,Chennai,Semi-Furnished,2,600.0,1.0,4
1,21000,500,Carpet Area,Chennai,Furnished,1,500.0,1.0,2
2,22000,1050,Super Area,Chennai,Semi-Furnished,2,525.0,1.0,4
2,15000,650,Carpet Area,Chennai,Unfurnished,2,325.0,1.0,4
1,5000,800,Carpet Area,Chennai,Unfurnished,1,800.0,1.0,2
2,15000,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
2,19000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
3,37500,1475,Super Area,Chennai,Semi-Furnished,3,491.6666666666667,1.0,6
1,8000,360,Super Area,Chennai,Semi-Furnished,1,360.0,1.0,2
3,45000,1600,Carpet Area,Chennai,Unfurnished,3,533.3333333333334,1.0,6
1,5000,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
2,17000,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
2,15000,700,Super Area,Chennai,Furnished,2,350.0,1.0,4
1,3500,500,Super Area,Chennai,Semi-Furnished,1,500.0,1.0,2
3,17000,1400,Carpet Area,Chennai,Semi-Furnished,3,466.6666666666667,1.0,6
3,22000,1400,Carpet Area,Chennai,Semi-Furnished,3,466.6666666666667,1.0,6
2,12000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,10000,1000,Carpet Area,Chennai,Semi-Furnished,3,333.3333333333333,1.0,6
2,26000,1020,Super Area,Chennai,Semi-Furnished,2,510.0,1.0,4
2,9000,500,Carpet Area,Chennai,Furnished,2,250.0,1.0,4
2,12000,900,Super Area,Chennai,Furnished,2,450.0,1.0,4
2,7000,1100,Super Area,Chennai,Unfurnished,2,550.0,1.0,4
2,12000,650,Carpet Area,Chennai,Unfurnished,2,325.0,1.0,4
2,26000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,30000,1100,Carpet Area,Chennai,Unfurnished,2,550.0,1.0,4
2,30000,585,Super Area,Chennai,Unfurnished,2,292.5,1.0,4
2,12000,740,Super Area,Chennai,Unfurnished,2,370.0,1.0,4
1,10000,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
2,13000,786,Super Area,Chennai,Furnished,2,393.0,1.0,4
2,13000,1100,Carpet Area,Chennai,Unfurnished,2,550.0,1.0,4
3,40000,1500,Super Area,Chennai,Semi-Furnished,3,500.0,1.0,6
3,25000,1440,Carpet Area,Chennai,Semi-Furnished,3,480.0,1.0,6
1,8000,700,Super Area,Chennai,Semi-Furnished,1,700.0,1.0,2
1,6000,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
3,17000,1785,Super Area,Chennai,Semi-Furnished,3,595.0,1.0,6
2,15000,1050,Super Area,Chennai,Semi-Furnished,2,525.0,1.0,4
2,11000,803,Super Area,Chennai,Semi-Furnished,2,401.5,1.0,4
3,60000,1800,Super Area,Chennai,Semi-Furnished,3,600.0,1.0,6
2,18000,985,Carpet Area,Chennai,Unfurnished,2,492.5,1.0,4
2,10000,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
2,16000,1100,Super Area,Chennai,Semi-Furnished,2,550.0,1.0,4
2,10000,1500,Super Area,Chennai,Furnished,2,750.0,1.0,4
1,7000,400,Super Area,Chennai,Unfurnished,1,400.0,1.0,2
2,17000,914,Super Area,Chennai,Semi-Furnished,2,457.0,1.0,4
2,17000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
1,6500,350,Super Area,Chennai,Unfurnished,1,350.0,1.0,2
2,17000,1100,Super Area,Chennai,Unfurnished,2,550.0,1.0,4
1,6800,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
1,8500,200,Carpet Area,Chennai,Semi-Furnished,1,200.0,1.0,2
3,65000,1444,Super Area,Chennai,Semi-Furnished,3,481.3333333333333,1.0,6
1,7500,350,Super Area,Chennai,Semi-Furnished,1,350.0,1.0,2
2,10000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,17000,1200,Super Area,Chennai,Unfurnished,3,400.0,1.0,6
1,17000,625,Super Area,Chennai,Semi-Furnished,1,625.0,1.0,2
2,8500,860,Super Area,Chennai,Semi-Furnished,2,430.0,1.0,4
2,10000,960,Super Area,Chennai,Unfurnished,2,480.0,1.0,4
3,30000,1000,Super Area,Chennai,Semi-Furnished,3,333.3333333333333,1.0,6
1,15000,520,Super Area,Chennai,Semi-Furnished,1,520.0,1.0,2
2,16500,966,Super Area,Chennai,Semi-Furnished,2,483.0,1.0,4
3,40000,1400,Super Area,Chennai,Semi-Furnished,3,466.6666666666667,1.0,6
3,35000,1850,Carpet Area,Chennai,Semi-Furnished,3,616.6666666666666,1.0,6
2,8000,600,Carpet Area,Chennai,Unfurnished,2,300.0,1.0,4
2,11000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
3,20000,1065,Super Area,Chennai,Semi-Furnished,3,355.0,1.0,6
3,17000,950,Carpet Area,Chennai,Unfurnished,3,316.6666666666667,1.0,6
2,9000,740,Super Area,Chennai,Unfurnished,2,370.0,1.0,4
2,16500,700,Super Area,Chennai,Semi-Furnished,2,350.0,1.0,4
2,12000,880,Carpet Area,Chennai,Unfurnished,2,440.0,1.0,4
2,12500,890,Super Area,Chennai,Unfurnished,2,445.0,1.0,4
2,25000,1100,Super Area,Chennai,Unfurnished,2,550.0,1.0,4
2,15000,700,Super Area,Chennai,Furnished,2,350.0,1.0,4
1,10000,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
2,17000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,12000,550,Super Area,Chennai,Unfurnished,2,275.0,1.0,4
2,10500,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
2,10000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,25000,1700,Super Area,Chennai,Semi-Furnished,3,566.6666666666666,1.0,6
1,10000,850,Super Area,Chennai,Unfurnished,1,850.0,1.0,2
2,16000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
1,5000,550,Carpet Area,Chennai,Unfurnished,1,550.0,1.0,2
2,9500,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,24000,1570,Super Area,Chennai,Semi-Furnished,3,523.3333333333334,1.0,6
1,6166,570,Super Area,Chennai,Semi-Furnished,1,570.0,1.0,2
2,20000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,13000,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
1,8000,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
2,18000,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
2,20000,700,Carpet Area,Chennai,Unfurnished,2,350.0,1.0,4
2,15000,100,Carpet Area,Chennai,Semi-Furnished,2,50.0,1.0,4
3,25000,1200,Carpet Area,Chennai,Semi-Furnished,3,400.0,1.0,6
2,26000,1200,Carpet Area,Chennai,Semi-Furnished,2,600.0,1.0,4
2,9000,800,Super Area,Chennai,Unfurnished,2,400.0,1.0,4
3,15000,1157,Super Area,Chennai,Unfurnished,3,385.6666666666667,1.0,6
2,15000,780,Super Area,Chennai,Semi-Furnished,2,390.0,1.0,4
1,7500,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
2,9500,750,Super Area,Chennai,Unfurnished,2,375.0,1.0,4
1,7000,500,Super Area,Chennai,Semi-Furnished,1,500.0,1.0,2
2,23000,1153,Super Area,Chennai,Semi-Furnished,2,576.5,1.0,4
1,18000,500,Super Area,Chennai,Furnished,1,500.0,1.0,2
1,6000,510,Super Area,Chennai,Unfurnished,1,510.0,1.0,2
2,13000,730,Carpet Area,Chennai,Semi-Furnished,2,365.0,1.0,4
2,15000,950,Super Area,Chennai,Unfurnished,2,475.0,1.0,4
2,10000,730,Super Area,Chennai,Semi-Furnished,2,365.0,1.0,4
2,10000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
1,6500,506,Super Area,Chennai,Unfurnished,1,506.0,1.0,2
2,7000,749,Super Area,Chennai,Unfurnished,2,374.5,1.0,4
1,18000,520,Super Area,Chennai,Semi-Furnished,1,520.0,1.0,2
2,7000,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
2,22000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
1,7000,600,Super Area,Chennai,Unfurnished,1,600.0,1.0,2
1,7000,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
1,9000,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
2,9800,1200,Super Area,Chennai,Unfurnished,2,600.0,1.0,4
1,15000,550,Carpet Area,Chennai,Semi-Furnished,1,550.0,1.0,2
2,22000,1150,Carpet Area,Chennai,Semi-Furnished,2,575.0,1.0,4
2,9000,600,Super Area,Chennai,Unfurnished,2,300.0,1.0,4
3,40000,1400,Carpet Area,Chennai,Semi-Furnished,3,466.6666666666667,1.0,6
2,12000,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
2,30000,900,Carpet Area,Chennai,Semi-Furnished,2,450.0,1.0,4
1,4000,400,Super Area,Chennai,Unfurnished,1,400.0,1.0,2
2,14000,850,Super Area,Chennai,Furnished,2,425.0,1.0,4
1,8000,281,Carpet Area,Chennai,Unfurnished,1,281.0,1.0,2
1,12500,600,Super Area,Chennai,Furnished,1,600.0,1.0,2
2,14000,1050,Carpet Area,Chennai,Unfurnished,2,525.0,1.0,4
1,7500,390,Carpet Area,Chennai,Unfurnished,1,390.0,1.0,2
3,27000,1500,Carpet Area,Chennai,Semi-Furnished,3,500.0,1.0,6
2,16500,200,Carpet Area,Chennai,Unfurnished,2,100.0,1.0,4
2,12000,926,Super Area,Chennai,Semi-Furnished,2,463.0,1.0,4
3,45000,1700,Carpet Area,Chennai,Semi-Furnished,3,566.6666666666666,1.0,6
2,15000,1068,Carpet Area,Chennai,Semi-Furnished,2,534.0,1.0,4
3,14000,1800,Carpet Area,Chennai,Semi-Furnished,3,600.0,1.0,6
2,17000,590,Carpet Area,Chennai,Semi-Furnished,2,295.0,1.0,4
3,34999,1400,Carpet Area,Chennai,Semi-Furnished,3,466.6666666666667,1.0,6
1,7000,550,Carpet Area,Chennai,Semi-Furnished,1,550.0,1.0,2
1,10500,520,Super Area,Chennai,Semi-Furnished,1,520.0,1.0,2
2,15000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,10000,700,Super Area,Chennai,Semi-Furnished,2,350.0,1.0,4
1,7000,400,Super Area,Chennai,Semi-Furnished,1,400.0,1.0,2
2,12000,826,Super Area,Chennai,Semi-Furnished,2,413.0,1.0,4
2,10000,1050,Super Area,Chennai,Semi-Furnished,2,525.0,1.0,4
2,15000,700,Super Area,Chennai,Semi-Furnished,2,350.0,1.0,4
2,19000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,25000,850,Super Area,Chennai,Furnished,2,425.0,1.0,4
1,10000,502,Super Area,Chennai,Unfurnished,1,502.0,1.0,2
2,13000,925,Carpet Area,Chennai,Unfurnished,2,462.5,1.0,4
2,10000,950,Super Area,Chennai,Unfurnished,2,475.0,1.0,4
2,16000,930,Super Area,Chennai,Semi-Furnished,2,465.0,1.0,4
2,11000,950,Carpet Area,Chennai,Semi-Furnished,2,475.0,1.0,4
2,13000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,12000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,11000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
1,10000,500,Carpet Area,Chennai,Unfurnished,1,500.0,1.0,2
3,30000,1500,Carpet Area,Chennai,Semi-Furnished,3,500.0,1.0,6
1,8000,550,Super Area,Chennai,Furnished,1,550.0,1.0,2
1,7000,400,Super Area,Chennai,Semi-Furnished,1,400.0,1.0,2
1,10000,550,Carpet Area,Chennai,Unfurnished,1,550.0,1.0,2
2,10500,1000,Carpet Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,16000,975,Carpet Area,Chennai,Semi-Furnished,2,487.5,1.0,4
2,9000,745,Super Area,Chennai,Semi-Furnished,2,372.5,1.0,4
2,18000,900,Carpet Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,10000,600,Super Area,Chennai,Unfurnished,2,300.0,1.0,4
2,16000,600,Super Area,Chennai,Unfurnished,2,300.0,1.0,4
1,13500,450,Carpet Area,Chennai,Unfurnished,1,450.0,1.0,2
2,16000,1030,Super Area,Chennai,Semi-Furnished,2,515.0,1.0,4
2,8500,833,Super Area,Chennai,Unfurnished,2,416.5,1.0,4
2,15000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,8200,840,Carpet Area,Chennai,Unfurnished,2,420.0,1.0,4
2,20000,750,Carpet Area,Chennai,Furnished,2,375.0,1.0,4
2,9000,950,Super Area,Chennai,Semi-Furnished,2,475.0,1.0,4
1,13500,550,Super Area,Chennai,Semi-Furnished,1,550.0,1.0,2
2,11000,700,Carpet Area,Chennai,Unfurnished,2,350.0,1.0,4
2,18000,1100,Super Area,Chennai,Semi-Furnished,2,550.0,1.0,4
2,10000,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
3,40000,1250,Carpet Area,Chennai,Semi-Furnished,3,416.6666666666667,1.0,6
2,24000,1100,Super Area,Chennai,Unfurnished,2,550.0,1.0,4
1,18000,475,Carpet Area,Chennai,Semi-Furnished,1,475.0,1.0,2
2,23000,1050,Carpet Area,Chennai,Semi-Furnished,2,525.0,1.0,4
2,11000,830,Super Area,Chennai,Semi-Furnished,2,415.0,1.0,4
2,8000,809,Super Area,Chennai,Unfurnished,2,404.5,1.0,4
2,15000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
1,9500,700,Super Area,Chennai,Semi-Furnished,1,700.0,1.0,2
2,13500,1150,Super Area,Chennai,Semi-Furnished,2,575.0,1.0,4
1,11000,750,Super Area,Chennai,Semi-Furnished,1,750.0,1.0,2
2,13000,920,Super Area,Chennai,Semi-Furnished,2,460.0,1.0,4
2,25000,1050,Carpet Area,Chennai,Semi-Furnished,2,525.0,1.0,4
2,25000,1000,Carpet Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,8500,800,Super Area,Chennai,Unfurnished,2,400.0,1.0,4
1,5000,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
1,7500,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
1,7000,750,Super Area,Chennai,Unfurnished,1,750.0,1.0,2
3,26000,1400,Super Area,Chennai,Semi-Furnished,3,466.6666666666667,1.0,6
2,12000,1200,Carpet Area,Chennai,Semi-Furnished,2,600.0,1.0,4
2,18000,1424,Super Area,Chennai,Semi-Furnished,2,712.0,1.0,4
1,13000,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
2,8000,805,Super Area,Chennai,Unfurnished,2,402.5,1.0,4
1,6000,434,Super Area,Chennai,Unfurnished,1,434.0,1.0,2
2,12500,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
1,6500,595,Super Area,Chennai,Semi-Furnished,1,595.0,1.0,2
2,10000,685,Super Area,Chennai,Unfurnished,2,342.5,1.0,4
2,12500,1075,Super Area,Chennai,Semi-Furnished,2,537.5,1.0,4
3,22000,1100,Carpet Area,Chennai,Semi-Furnished,3,366.6666666666667,1.0,6
